"customer_id","region","customer_segment","discount_sensitivity","frequency","recency_days","tenure_days","monetary","avg_spend","churn_flag","clv_proxy"
C02314,South,Mid Activity,Low,6,27,224,13631.99,2272.0,0,3396.63
C02315,East,Low Activity,Low,4,2,650,3798.27,949.57,0,2746.25
C02316,North,Mid Activity,Low,5,148,213,4979.98,996.0,0,1179.91
C02317,Central,Mid Activity,Low,6,236,832,7581.57,1263.59,0,7016.51
C02318,Central,High Activity,Low,8,19,606,22394.37,2799.3,0,15095.67
C02319,Central,High Activity,Low,7,19,400,14837.85,2119.69,0,6601.93
C02320,Central,Mid Activity,Low,6,295,713,10827.11,1804.52,1,8587.03
C02321,East,High Activity,High,8,271,871,11858.93,1482.37,1,11489.6
C02322,South,Mid Activity,High,6,310,546,3448.97,574.83,1,2094.71
C02323,South,Power User,Low,10,141,729,11631.29,1163.13,0,9431.83
C02324,Central,Mid Activity,High,6,12,761,11621.49,1936.92,0,9837.57
C02325,East,Mid Activity,Low,6,153,295,10631.31,1771.88,0,3488.57
C02326,East,Power User,Low,9,17,418,9451.0,1050.11,0,4394.34
C02327,East,Mid Activity,Low,5,28,514,6628.11,1325.62,0,3789.59
C02328,North,Low Activity,Low,3,49,620,3710.99,1237.0,0,2559.31
C02329,South,Mid Activity,Low,6,278,327,8665.03,1444.17,0,3151.79
C02330,North,Low Activity,Low,4,266,188,5187.31,1296.83,1,1084.78
C02331,Central,Low Activity,High,3,68,467,5462.39,1820.8,0,2837.53
C02332,North,Mid Activity,Low,6,20,567,19361.29,3226.88,0,12211.17
C02333,South,Power User,Low,9,29,229,11766.71,1307.41,1,2997.3
C02334,South,Low Activity,High,4,32,696,6485.06,1621.26,1,5020.68
C02335,North,Mid Activity,Low,5,8,817,6304.73,1260.95,0,5729.68
C02336,Central,Power User,Low,12,6,766,30646.0,2553.83,0,26112.13
C02337,Central,Mid Activity,High,5,50,856,5524.38,1104.88,0,5260.16
C02339,North,Low Activity,Low,2,36,479,1649.17,824.59,1,878.71
C02340,Central,Low Activity,Low,4,21,768,6073.68,1518.42,0,5188.64
C02341,South,Low Activity,Low,3,147,828,4317.46,1439.15,1,3976.47
C02342,North,High Activity,Low,7,138,797,7156.91,1022.42,0,6344.92
C02343,North,Low Activity,Low,4,188,786,1595.88,398.97,1,1395.29
C02344,Central,Mid Activity,High,6,31,314,19477.78,3246.3,1,6803.15
C02345,East,Power User,Low,9,19,759,10074.23,1119.36,0,8505.39
C02346,South,Power User,Low,9,9,326,32080.0,3564.44,0,11633.0
C02347,South,Low Activity,Low,3,23,669,2299.13,766.38,0,1710.93
C02348,Central,High Activity,Low,7,4,657,17705.8,2529.4,1,12939.61
C02349,South,High Activity,High,8,40,338,10152.04,1269.01,0,3816.91
C02350,North,Low Activity,High,4,24,563,5237.82,1309.46,0,3280.2
